,level_0,Objet,Model,Attaque,Intensité,Score,Difference absolue,MSE,Coef de corrélation,SSIM
384,1536,hammer,VGG16,FGSM,1.0,-1,62.16908482142857,29.449657206632654,0.39547428439083177,0.5899814927618158
385,1540,hammer,VGG16,PGD,0.001,-1,177.56058673469389,13.138253348214286,0.3579617150041367,0.30543005527998157
386,1544,hammer,VGG16,PGD,0.003,-1,155.9852519132653,17.578045280612244,0.336487530704089,0.39439493361586575
387,1548,hammer,VGG16,PGD,0.006,-1,170.2643893494898,18.711874202806122,0.1793949089985149,0.2724821675868638
388,1552,hammer,VGG16,PGD,0.01,-1,164.54045758928572,21.850546077806122,0.10357558865044597,0.2819162714907073
389,1556,hammer,VGG16,PGD,0.03,-1,183.88596141581633,16.196767378826532,0.21279584552238967,0.21639160191508983
390,1560,hammer,VGG16,PGD,0.06,-1,194.87296715561226,13.446727519132653,0.23587235589148134,0.18041615301920164
391,1564,hammer,VGG16,PGD,0.0,-1,72.66489955357143,20.594985650510203,0.48842257211335605,0.5775041836024676
392,1568,hammer,VGG16,PGD,0.1,-1,181.9168327487245,17.465959821428573,0.22733710342016317,0.25475142117539
393,1572,hammer,VGG16,PGD,0.3,-1,188.95856584821428,14.16290656887755,0.3318682250058872,0.24921835263167189
394,1576,hammer,VGG16,PGD,0.6,-1,202.1701809630102,10.409937021683673,0.3131206538435673,0.14798456641618665
395,1580,hammer,VGG16,PGD,1.0,-1,170.11457669005102,19.881397480867346,0.27417341930984607,0.30839760277669487
396,1584,iron,MobileNetV2,FGSM,0.001,-1,158.23579001913265,17.445232780612244,0.07369061011042541,0.3877617308760274
397,1588,iron,MobileNetV2,FGSM,0.003,-1,158.23557079081633,17.44758450255102,0.07369120297776213,0.38775711217945447
398,1592,iron,MobileNetV2,FGSM,0.006,-1,158.17661830357142,17.445392219387756,0.07381565786288946,0.3879132248162211
399,1596,iron,MobileNetV2,FGSM,0.01,-1,158.185546875,17.423030931122447,0.0736174594729004,0.3877935690253759
400,1600,iron,MobileNetV2,FGSM,0.03,-1,158.1609733737245,17.421336894132654,0.07345728441848902,0.3871838115937317
401,1604,iron,MobileNetV2,FGSM,0.06,-1,157.8357780612245,17.532804528061224,0.07216641691375736,0.3872106202369433
402,1608,iron,MobileNetV2,FGSM,0.0,-1,158.1814413265306,17.453683035714285,0.07370004549827715,0.3878371996671583
403,1612,iron,MobileNetV2,FGSM,0.1,-1,158.09408880739795,17.50263073979592,0.07182814818311614,0.38754892896738075
404,1616,iron,MobileNetV2,FGSM,0.3,-1,159.78182796556123,17.397281568877553,0.07141603978559821,0.3824897541258127
405,1620,iron,MobileNetV2,FGSM,0.6,-1,160.0222018494898,17.354532047193878,0.06895796114282954,0.3758981543777162
406,1624,iron,MobileNetV2,FGSM,1.0,-1,161.70023517219389,17.067661830357142,0.06834027281153478,0.3616912569494572
407,1628,iron,MobileNetV2,PGD,0.001,-1,193.77206234056123,6.599748883928571,0.5272663389695281,0.34608109060492437
408,1632,iron,MobileNetV2,PGD,0.003,-1,179.90365911989795,8.618243781887756,0.48464770726568185,0.40629279254801753
409,1636,iron,MobileNetV2,PGD,0.006,-1,197.13919005102042,7.573142538265306,0.33578930334893636,0.23264296371075435
410,1640,iron,MobileNetV2,PGD,0.01,-1,197.63406808035714,7.601741868622449,0.2547190693441736,0.1989394318283545
411,1644,iron,MobileNetV2,PGD,0.03,-1,200.59357063137756,8.11896125637755,0.10657148158105446,0.1393594428654908
412,1648,iron,MobileNetV2,PGD,0.06,-1,196.9431002869898,9.185945471938776,0.21508454171297275,0.21000114633376862
413,1652,iron,MobileNetV2,PGD,0.0,-1,140.50288982780611,7.7368263711734695,0.6538216501881828,0.6970919887481208
414,1656,iron,MobileNetV2,PGD,0.1,-1,196.65565210459184,8.32144850127551,0.33030569997473713,0.25909685015857997
415,1660,iron,MobileNetV2,PGD,0.3,-1,182.48706552933675,10.65802375637755,0.29761961452031965,0.37519141792509275
416,1664,iron,MobileNetV2,PGD,0.6,-1,207.66310586734693,6.637137276785714,0.2899774503736147,0.20137005566430116
417,1668,iron,MobileNetV2,PGD,1.0,-1,202.31277901785714,7.386698820153061,0.26935964045721955,0.24569640940482207
418,1672,iron,ResNet152V2,FGSM,0.001,-1,127.32204639668367,18.340023118622447,0.09997521380318172,0.41199199621868193
419,1676,iron,ResNet152V2,FGSM,0.003,-1,133.1887356505102,17.619100765306122,0.10211206359861363,0.40484127900890843
420,1680,iron,ResNet152V2,FGSM,0.006,-1,133.65280213647958,17.478455835459183,0.10287719207553807,0.4057006062348414
421,1684,iron,ResNet152V2,FGSM,0.01,-1,134.3143534757653,17.469587053571427,0.10405933613757981,0.4042927252077113
422,1688,iron,ResNet152V2,FGSM,0.03,-1,135.4928651147959,17.254464285714285,0.10489573244811361,0.40347929653197206
423,1692,iron,ResNet152V2,FGSM,0.06,-1,137.26221699617346,16.8336256377551,0.10467936793478819,0.39998788654320994
424,1696,iron,ResNet152V2,FGSM,0.0,-1,99.71902901785714,21.993722098214285,0.10318212250709848,0.40932799366149747
425,1700,iron,ResNet152V2,FGSM,0.1,-1,138.4905931122449,16.758051658163264,0.1038834933306536,0.3969437887609411
426,1704,iron,ResNet152V2,FGSM,0.3,-1,138.50404575892858,16.682696906887756,0.10025632759699217,0.39410660510588597
427,1708,iron,ResNet152V2,FGSM,0.6,-1,137.93455038265307,16.719228316326532,0.09513835685133461,0.3952309071440767
428,1712,iron,ResNet152V2,FGSM,1.0,-1,116.34628109056122,20.501195790816325,0.09665216317919242,0.425097855563908
429,1716,iron,ResNet152V2,PGD,0.001,-1,139.05959024234693,16.565190529336736,0.23933791583671474,0.4292198395935294
430,1720,iron,ResNet152V2,PGD,0.003,-1,132.4513313137755,17.244678730867346,0.28698412231080295,0.4507046963379127
431,1724,iron,ResNet152V2,PGD,0.006,-1,91.38143734056122,25.979571906887756,0.27161460409605054,0.4873782802974748
432,1728,iron,ResNet152V2,PGD,0.01,-1,151.39636479591837,15.021205357142858,0.275428355999081,0.4094249136851241
433,1732,iron,ResNet152V2,PGD,0.03,-1,186.29844945790816,8.646085778061224,0.26017979895300203,0.26741820312642545
434,1736,iron,ResNet152V2,PGD,0.06,-1,190.94457509566325,8.238899075255102,0.250354911680454,0.2630961264837744
435,1740,iron,ResNet152V2,PGD,0.0,-1,53.53402024872449,23.770248724489797,0.6581355894587562,0.6866100179208791
436,1744,iron,ResNet152V2,PGD,0.1,-1,170.2412109375,12.272739955357142,0.2163411361798705,0.34847111867053715
437,1748,iron,ResNet152V2,PGD,0.3,-1,178.57368064413265,10.18684231505102,0.13546929984248246,0.27320541900143513
438,1752,iron,ResNet152V2,PGD,0.6,-1,149.57942044005102,16.246890943877553,0.14107912935253597,0.3880150863197139
439,1756,iron,ResNet152V2,PGD,1.0,-1,191.69405691964286,9.10760124362245,0.0684270628835991,0.20399654092495467
440,1760,iron,VGG16,FGSM,0.001,-1,18.100207270408163,52.875318877551024,0.09649707082403941,0.2524292333944463
441,1764,iron,VGG16,FGSM,0.003,-1,18.208745216836736,52.788783482142854,0.09624753455832953,0.2543876101888865
442,1768,iron,VGG16,FGSM,0.006,-1,18.254703443877553,52.79639668367347,0.09638489003376853,0.25411396161320216
443,1772,iron,VGG16,FGSM,0.01,-1,18.260243941326532,52.860670440051024,0.09640000945237104,0.25403145080721923
444,1776,iron,VGG16,FGSM,0.03,-1,18.186643016581634,52.877311862244895,0.09636171663896531,0.2531150196140539
445,1780,iron,VGG16,FGSM,0.06,-1,18.169782366071427,52.925362723214285,0.09651217061681805,0.25246778782392093
446,1784,iron,VGG16,FGSM,0.0,-1,17.657625159438776,53.62284757653061,0.10000616980912241,0.22835581199579996
447,1788,iron,VGG16,FGSM,0.1,-1,18.140126753826532,52.96117665816327,0.09630538037370022,0.25150571895868723
448,1792,iron,VGG16,FGSM,0.3,-1,18.01108099489796,52.97313456632653,0.09611366107721381,0.2492740188551511
449,1796,iron,VGG16,FGSM,0.6,-1,18.044523278061224,52.94082828443877,0.0957395531485548,0.25045961130659306
450,1800,iron,VGG16,FGSM,1.0,-1,18.115194515306122,52.89243861607143,0.09616486966962093,0.2512399813878935
451,1804,iron,VGG16,PGD,0.001,-1,91.24164939413265,28.19856106505102,0.47675608407499015,0.5176418182711874
452,1808,iron,VGG16,PGD,0.003,-1,90.77301897321429,28.7056959502551,0.46345002137211283,0.5175886348246236
453,1812,iron,VGG16,PGD,0.006,-1,122.91145169005102,26.211515465561224,0.33449300133429066,0.4400571756619114
454,1816,iron,VGG16,PGD,0.01,-1,147.20324457908163,24.090341996173468,0.14900511267270988,0.30285917194817663
455,1820,iron,VGG16,PGD,0.03,-1,166.41561702806123,20.710817920918366,0.16442136560030063,0.2426340150909346
456,1824,iron,VGG16,PGD,0.06,-1,172.1065051020408,19.0191725127551,0.14461254005545374,0.22236561273404776
457,1828,iron,VGG16,PGD,0.0,-1,55.88779496173469,30.628208705357142,0.5825177924235649,0.4438426813896269
458,1832,iron,VGG16,PGD,0.1,-1,176.11082987882654,17.740074936224488,0.12518556452424087,0.21004002711597328
459,1836,iron,VGG16,PGD,0.3,-1,193.8109056122449,11.652642697704081,0.16733137877937088,0.13142972109474585
460,1840,iron,VGG16,PGD,0.6,-1,190.41711176658163,13.211136798469388,0.09604261337223069,0.13307858016341662
461,1844,iron,VGG16,PGD,1.0,-1,188.09773596938774,14.656170280612244,0.09224552050621582,0.16328629199994033
462,1848,soldiers,MobileNetV2,FGSM,0.001,-1,151.1725526147959,25.738360969387756,0.04521849615866668,0.17850182742291687
463,1852,soldiers,MobileNetV2,FGSM,0.003,-1,151.18048469387756,25.7294921875,0.04540121633089749,0.17854655099856795
464,1856,soldiers,MobileNetV2,FGSM,0.006,-1,150.99119100765307,25.739477040816325,0.04529289312894249,0.17771143596657415
465,1860,soldiers,MobileNetV2,FGSM,0.01,-1,150.91173070790816,25.732800542091837,0.045260996600184594,0.1777843740871331
466,1864,soldiers,MobileNetV2,FGSM,0.03,-1,151.0237364477041,25.6741868622449,0.04538050718849576,0.1772929076048503
467,1868,soldiers,MobileNetV2,FGSM,0.06,-1,151.05476721938774,25.597118144132654,0.045030020154851795,0.17700132190841797
468,1872,soldiers,MobileNetV2,FGSM,0.0,-1,151.1971061862245,25.716896524234695,0.04520648230569656,0.17850602868215518
469,1876,soldiers,MobileNetV2,FGSM,0.1,-1,149.5310507015306,26.022002551020407,0.04459103112299173,0.1778567139943634
470,1880,soldiers,MobileNetV2,FGSM,0.3,-1,149.4960339604592,26.0826490752551,0.04358884573722285,0.17902137053500716
471,1884,soldiers,MobileNetV2,FGSM,0.6,-1,149.23449457908163,26.555444834183675,0.04419984672469662,0.18080010387117104
472,1888,soldiers,MobileNetV2,FGSM,1.0,-1,149.4928651147959,26.665896045918366,0.04605734261054484,0.18002804238056977
473,1892,soldiers,MobileNetV2,PGD,0.001,-1,160.1780333227041,16.458246970663264,0.47564242059853484,0.3950458514095209
474,1896,soldiers,MobileNetV2,PGD,0.003,-1,165.99862484056123,14.84229512117347,0.4949224613127279,0.3834467656357905
475,1900,soldiers,MobileNetV2,PGD,0.006,-1,155.57033242984693,18.675382653061224,0.3982979248209755,0.3881484337408902
476,1904,soldiers,MobileNetV2,PGD,0.01,-1,87.34795519770408,36.20854591836735,0.43735813221873926,0.4841311860144903
477,1908,soldiers,MobileNetV2,PGD,0.03,-1,132.482421875,27.221759406887756,0.24321598392568258,0.37504842352193535
478,1912,soldiers,MobileNetV2,PGD,0.06,-1,109.41605548469387,31.882573341836736,0.34613812548029405,0.42260505461657627
479,1916,soldiers,MobileNetV2,PGD,0.0,-1,165.41495934311226,15.590082908163266,0.48443197210440725,0.3777634096027975
480,1920,soldiers,MobileNetV2,PGD,0.1,-1,124.31893734056122,26.96257174744898,0.33859920851020114,0.39259210036158837
481,1924,soldiers,MobileNetV2,PGD,0.3,-1,151.66751036352042,20.55923150510204,0.17323547912723003,0.289622163050758
482,1928,soldiers,MobileNetV2,PGD,0.6,-1,105.76052295918367,33.383510044642854,0.2893016361220546,0.3851290238415238
483,1932,soldiers,MobileNetV2,PGD,1.0,-1,129.53985969387756,29.960339604591837,0.17365384086618738,0.33254015210586313
484,1936,soldiers,ResNet152V2,FGSM,0.001,-1,80.47919323979592,52.892458545918366,0.19084538116162247,0.288568985157114
485,1940,soldiers,ResNet152V2,FGSM,0.003,-1,80.46904894770408,52.879663584183675,0.1908292515281117,0.28878331277650926
486,1944,soldiers,ResNet152V2,FGSM,0.006,-1,80.6390306122449,52.78109056122449,0.19043079382435335,0.28883242481638
487,1948,soldiers,ResNet152V2,FGSM,0.01,-1,75.49129065688776,54.73618861607143,0.190711198627113,0.292063018133536
488,1952,soldiers,ResNet152V2,FGSM,0.03,-1,73.86565290178571,55.70147082270408,0.192974719690275,0.29339798096139263
489,1956,soldiers,ResNet152V2,FGSM,0.06,-1,77.373046875,53.891282684948976,0.19884305953792752,0.29208168211746693
490,1960,soldiers,ResNet152V2,FGSM,0.0,-1,80.58235012755102,52.85233976403061,0.1914191540138798,0.2886879845054696
491,1964,soldiers,ResNet152V2,FGSM,0.1,-1,76.75235172193878,54.10365513392857,0.19761776522000438,0.2910152353294934
492,1968,soldiers,ResNet152V2,FGSM,0.3,-1,80.31078603316327,52.794064891581634,0.19952952368361715,0.28694435360908116
493,1972,soldiers,ResNet152V2,FGSM,0.6,-1,76.1401068239796,54.27979512117347,0.1948507249460374,0.2879924627469094
494,1976,soldiers,ResNet152V2,FGSM,1.0,-1,73.82643096301021,55.73858019770408,0.17500534940048706,0.2877622380244696
495,1980,soldiers,ResNet152V2,PGD,0.001,-1,107.94230309311224,35.0056002869898,0.49033798176887233,0.44171657379034257
496,1984,soldiers,ResNet152V2,PGD,0.003,-1,90.7427056760204,41.70894451530612,0.49139278815723886,0.4462096376837621
497,1988,soldiers,ResNet152V2,PGD,0.006,-1,94.4625318877551,40.57079081632653,0.48564597587578473,0.44562059716229924
498,1992,soldiers,ResNet152V2,PGD,0.01,-1,121.97456951530613,30.684849330357142,0.4973682615954479,0.4338351583986344
499,1996,soldiers,ResNet152V2,PGD,0.03,-1,70.80193718112245,48.94220344387755,0.47555469775960924,0.42002177149337877
500,2000,soldiers,ResNet152V2,PGD,0.06,-1,100.18148118622449,42.76411033163265,0.3274457003107977,0.3610546446579997
501,2004,soldiers,ResNet152V2,PGD,0.0,-1,79.37199059311224,45.89439174107143,0.5027899593947924,0.4494587406613667
502,2008,soldiers,ResNet152V2,PGD,0.1,-1,137.53784677933675,29.93064413265306,0.34254219165323596,0.3079097361848184
503,2012,soldiers,ResNet152V2,PGD,0.3,-1,82.60064572704081,49.516521843112244,0.27876463339642876,0.32731981740776694
504,2016,soldiers,ResNet152V2,PGD,0.6,-1,127.68702168367346,35.129264987244895,0.17089754991114703,0.276452701737828
505,2020,soldiers,ResNet152V2,PGD,1.0,-1,142.87023676658163,28.92255261479592,0.218796572549771,0.22794331553030928
506,2024,soldiers,VGG16,FGSM,0.001,-1,100.81174266581633,46.719945790816325,0.0077199592091075075,0.2364234087013589
507,2028,soldiers,VGG16,FGSM,0.003,-1,101.07332190688776,46.64618542729592,0.0075427886398165556,0.23595892205000363
508,2032,soldiers,VGG16,FGSM,0.006,-1,100.43510841836735,46.80161830357143,0.007183034406779677,0.2369003404089571
509,2036,soldiers,VGG16,FGSM,0.01,-1,100.4516900510204,46.78535554846939,0.007175580647903239,0.23695602171273952
510,2040,soldiers,VGG16,FGSM,0.03,-1,100.43433115433673,46.88311144770408,0.007612136772987582,0.23675586483176647
511,2044,soldiers,VGG16,FGSM,0.06,-1,100.67446588010205,46.88657924107143,0.006993684116337946,0.23633435322502233
512,2048,soldiers,VGG16,FGSM,0.0,-1,100.81228077168367,46.73333864795919,0.007728444495891738,0.23643610731956055
513,2052,soldiers,VGG16,FGSM,0.1,-1,99.96719547193878,47.440409757653065,0.007047889662394204,0.23785858181746108
514,2056,soldiers,VGG16,FGSM,0.3,-1,100.07389987244898,47.09197624362245,0.006640562964399278,0.2374399234290112
515,2060,soldiers,VGG16,FGSM,0.6,-1,96.37358498086735,48.50340800382653,0.010268716865462442,0.24161958004765868
516,2064,soldiers,VGG16,FGSM,1.0,-1,96.05022321428571,48.84759646045919,0.01657290832628347,0.24292380683266018
517,2068,soldiers,VGG16,PGD,0.001,-1,103.11499521683673,37.89116310586735,0.46714536737627677,0.433684404275063
518,2072,soldiers,VGG16,PGD,0.003,-1,110.50799186862245,35.73714524872449,0.44576066850047713,0.4282118993879553
519,2076,soldiers,VGG16,PGD,0.006,-1,97.33830915178571,40.29378587372449,0.40139677325016676,0.42823811943272155
520,2080,soldiers,VGG16,PGD,0.01,-1,93.70141103316327,41.478535554846935,0.42201987739336133,0.4275911092711554
521,2084,soldiers,VGG16,PGD,0.03,-1,158.9035196109694,22.15459582270408,0.3165039050172793,0.26653588289861335
522,2088,soldiers,VGG16,PGD,0.06,-1,152.14783960459184,24.235251913265305,0.2785424427676976,0.25964559752453464
523,2092,soldiers,VGG16,PGD,0.0,-1,106.89760044642857,36.1852877869898,0.4806075479106425,0.42934621373956816
524,2096,soldiers,VGG16,PGD,0.1,-1,160.4036192602041,20.643176020408163,0.32115205653655443,0.24091163329991713
525,2100,soldiers,VGG16,PGD,0.3,-1,154.5064772002551,23.969208386479593,0.2192850515942053,0.24021779607487212
526,2104,soldiers,VGG16,PGD,0.6,-1,132.75358737244898,31.516143176020407,0.28187332773055795,0.2859715863998793
527,2108,soldiers,VGG16,PGD,1.0,-1,177.81194196428572,17.14223931760204,0.157460146435827,0.1334327391330869
